STATE00,COUNTY00,GEOID00,HU00,AREA00,AREALAND00,STATE10,COUNTY10,GEOID10,HU10,TRACT00,TRACT10,PART00,PART10,POP00,POP10,POPPCT00,POPPCT10,CHANGE,MERGE,SPLIT,,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,ARELANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,HU10PT,HUPCT00,HUPCT10
4,13,4013040506,4236,6357576,6347084,4,13,4013040506,4236,40506,40506,W,W,5209,5209,100,100,0,,,,6357576,6347084,6357576,6347084,100,100,100,100,5209,4236,100,100
4,13,4013040507,4689,7626201,7609381,4,13,4013040507,4689,40507,40507,W,P,6097,6097,100,100,0,,,,7628004,7611184,7626201,7609381,100,100,99.98,99.98,6097,4689,100,100
4,13,4013040508,4255,4335546,4323873,4,13,4013040530,1518,40508,40530,P,W,6954,3559,51.18,100,48.82,,,,1650312,1645002,1650312,1645002,38.06,38.04,100,100,3559,1518,35.68,100
4,13,4013040508,4255,4335546,4323873,4,13,4013040531,2737,40508,40531,P,W,6954,3395,48.82,100,51.18,,,,2685234,2678871,2685234,2678871,61.94,61.96,100,100,3395,2737,64.32,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040513,2172,40509,40513,P,P,41726,3031,0,0,0,,,,3767797,3767797,1402,1402,0,0,0.04,0.04,0,0,0,0
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040515,2625,40509,40515,P,W,41726,4792,11.48,100,88.52,,,,2257997072,2257688110,2257997072,2257688110,63.78,63.85,100,100,4792,2625,12.63,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040516,1962,40509,40516,P,P,41726,2856,6.84,100,93.16,,,,378831764,378544744,377032483,376745463,10.65,10.66,99.53,99.52,2856,1962,9.44,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040517,2967,40509,40517,P,W,41726,7621,18.26,100,81.74,,,,153166250,152959244,153166250,152959244,4.33,4.33,100,100,7621,2967,14.27,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040518,2777,40509,40518,P,P,41726,6679,16.01,100,83.99,,,,455342376,455217477,455341496,455216597,12.86,12.87,100,100,6679,2777,13.36,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040519,2266,40509,40519,P,W,41726,3595,8.62,100,91.38,,,,229716237,227410659,229716237,227410659,6.49,6.43,100,100,3595,2266,10.9,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040520,1483,40509,40520,P,W,41726,4142,9.93,100,90.07,,,,22249225,22247215,22249225,22247215,0.63,0.63,100,100,4142,1483,7.13,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040521,1612,40509,40521,P,W,41726,4560,10.93,100,89.07,,,,33731138,32566652,33731138,32566652,0.95,0.92,100,100,4560,1612,7.75,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040522,2935,40509,40522,P,W,41726,4181,10.02,100,89.98,,,,5564239,5564239,5564239,5564239,0.16,0.16,100,100,4181,2935,14.12,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013040523,2164,40509,40523,P,W,41726,3300,7.91,100,92.09,,,,4373309,4363941,4373309,4363941,0.12,0.12,100,100,3300,2164,10.41,100
4,13,4013040509,20791,3540098434,3535679973,4,13,4013050605,2382,40509,50605,P,P,41726,5828,0,0,0,,,,661598629,661473475,340069,330946,0.01,0.01,0.05,0.05,0,0,0,0
4,13,4013040509,20791,3540098434,3535679973,4,25,4025001402,2425,40509,1402,P,P,41726,3496,0,0,0,,,,2722294907,2719460361,9,0,0,0,0,0,0,0,0,0
4,13,4013040509,20791,3540098434,3535679973,4,25,4025001403,2330,40509,1403,P,P,41726,3630,0,0,0,,,,2390433357,2390299163,585505,585505,0.02,0.02,0.02,0.02,0,0,0,0
4,13,4013040510,6782,11813582,11813582,4,13,4013040528,4437,40510,40528,P,W,9434,6212,65.85,100,34.15,,,,7755630,7755630,7755630,7755630,65.65,65.65,100,100,6212,4437,65.42,100
4,13,4013040510,6782,11813582,11813582,4,13,4013040529,2345,40510,40529,P,W,9434,3222,34.15,100,65.85,,,,4057952,4057952,4057952,4057952,34.35,34.35,100,100,3222,2345,34.58,100
4,13,4013040511,7505,10716803,10713666,4,13,4013040524,1015,40511,40524,P,W,11069,1474,13.32,100,86.68,,,,2204772,2201635,2204772,2201635,20.57,20.55,100,100,1474,1015,13.52,100
4,13,4013040511,7505,10716803,10713666,4,13,4013040525,2116,40511,40525,P,W,11069,3046,27.52,100,72.48,,,,3574013,3574013,3574013,3574013,33.35,33.36,100,100,3046,2116,28.19,100
4,13,4013040511,7505,10716803,10713666,4,13,4013040526,1632,40511,40526,P,W,11069,2365,21.37,100,78.63,,,,2497304,2497304,2497304,2497304,23.3,23.31,100,100,2365,1632,21.75,100
4,13,4013040511,7505,10716803,10713666,4,13,4013040527,2742,40511,40527,P,W,11069,4184,37.8,100,62.2,,,,2440714,2440714,2440714,2440714,22.77,22.78,100,100,4184,2742,36.54,100
4,13,4013050601,11402,202398189,202398189,4,13,4013050605,2382,50601,50605,P,P,31027,5828,0.3,1.6,1.3,,,,661598629,661473475,163727,163727,0.08,0.08,0.02,0.02,93,27,0.24,1.13
4,13,4013050601,11402,202398189,202398189,4,13,4013050607,2405,50601,50607,P,W,31027,6505,20.97,100,79.03,,,,83148580,83148580,83148580,83148580,41.08,41.08,100,100,6505,2405,21.09,100
4,13,4013050601,11402,202398189,202398189,4,13,4013050608,2722,50601,50608,P,W,31027,7163,23.09,100,76.91,,,,12997513,12997513,12997513,12997513,6.42,6.42,100,100,7163,2722,23.87,100
4,13,4013050601,11402,202398189,202398189,4,13,4013050609,2114,50601,50609,P,P,31027,4874,15.71,100,84.29,,,,10904220,10904220,10202482,10202482,5.04,5.04,93.56,93.56,4874,2114,18.54,100
4,13,4013050601,11402,202398189,202398189,4,13,4013050610,2623,50601,50610,P,W,31027,7915,25.51,100,74.49,,,,37095279,37095279,37095279,37095279,18.33,18.33,100,100,7915,2623,23,100
4,13,4013050601,11402,202398189,202398189,4,13,4013050611,1511,50601,50611,P,W,31027,4477,14.43,100,85.57,,,,58767057,58767057,58767057,58767057,29.04,29.04,100,100,4477,1511,13.25,100
4,13,4013050601,11402,202398189,202398189,4,13,4013050701,1907,50601,50701,P,P,31027,5092,0,0,0,,,,7335055,7335055,23551,23551,0.01,0.01,0.32,0.32,0,0,0,0
4,13,4013050602,6286,1000342385,1000007947,4,13,4013040516,1962,50602,40516,P,P,16261,2856,0,0,0,,,,378831764,378544744,1799281,1799281,0.18,0.18,0.47,0.48,0,0,0,0
4,13,4013050602,6286,1000342385,1000007947,4,13,4013050604,1436,50602,50604,P,W,16261,3727,22.92,100,77.08,,,,309799487,309585245,309799487,309585245,30.97,30.96,100,100,3727,1436,22.84,100
4,13,4013050602,6286,1000342385,1000007947,4,13,4013050605,2382,50602,50605,P,P,16261,5828,35.27,98.4,63.13,,,,661598629,661473475,661093107,660977076,66.09,66.1,99.92,99.92,5735,2355,37.46,98.87
4,13,4013050602,6286,1000342385,1000007947,4,13,4013050606,2495,50602,50606,P,P,16261,6799,41.81,100,58.19,,,,26948278,26944113,26947100,26942935,2.69,2.69,100,100,6799,2495,39.69,100
4,13,4013050602,6286,1000342385,1000007947,4,13,4013050609,2114,50602,50609,P,P,16261,4874,0,0,0,,,,10904220,10904220,701738,701738,0.07,0.07,6.44,6.44,0,0,0,0
4,13,4013050602,6286,1000342385,1000007947,4,13,4013061031,1243,50602,61031,P,P,16261,3315,0,0,0,,,,23076425,23004501,1672,1672,0,0,0.01,0.01,0,0,0,0
4,13,4013050603,2061,3451572766,3451572766,4,13,4013050603,2061,50603,50603,W,W,4536,4536,100,100,0,,,,3451572766,3451572766,3451572766,3451572766,100,100,100,100,4536,2061,100,100
4,13,4013050700,3966,15381195,15381195,4,13,4013050701,1907,50700,50701,P,P,10372,5092,49.09,100,50.91,,,,7335055,7335055,7311504,7311504,47.54,47.54,99.68,99.68,5092,1907,48.08,100
4,13,4013050700,3966,15381195,15381195,4,13,4013050702,2059,50700,50702,P,W,10372,5280,50.91,100,49.09,,,,8069691,8069691,8069691,8069691,52.46,52.46,100,100,5280,2059,51.92,100
4,13,4013060800,3570,7282293,7193585,4,13,4013060801,2833,60800,60801,P,W,7807,5832,74.7,100,25.3,,,,3680119,3677182,3680119,3677182,50.54,51.12,100,100,5832,2833,79.36,100
4,13,4013060800,3570,7282293,7193585,4,13,4013060802,737,60800,60802,P,P,7807,1975,25.3,100,74.7,,,,4106344,4013059,3602174,3516403,49.46,48.88,87.72,87.62,1975,737,20.64,100
4,13,4013060900,5337,5973914,5960142,4,13,4013060802,737,60900,60802,P,P,16956,1975,0,0,0,,,,4106344,4013059,166891,160649,2.79,2.7,4.06,4,0,0,0,0
4,13,4013060900,5337,5973914,5960142,4,13,4013060901,1543,60900,60901,P,W,16956,4640,27.36,100,72.64,,,,1625929,1618399,1625929,1618399,27.22,27.15,100,100,4640,1543,28.91,100
4,13,4013060900,5337,5973914,5960142,4,13,4013060902,1112,60900,60902,P,W,16956,3842,22.66,100,77.34,,,,1459837,1459837,1459837,1459837,24.44,24.49,100,100,3842,1112,20.84,100
4,13,4013060900,5337,5973914,5960142,4,13,4013060903,1546,60900,60903,P,W,16956,4983,29.39,100,70.61,,,,1300255,1300255,1300255,1300255,21.77,21.82,100,100,4983,1546,28.97,100
4,13,4013060900,5337,5973914,5960142,4,13,4013060904,1145,60900,60904,P,P,16956,3527,20.59,98.98,78.39,,,,1429977,1429977,1421002,1421002,23.79,23.84,99.37,99.37,3491,1136,21.29,99.21
4,13,4013061002,4068,10365869,10285165,4,13,4013061010,2260,61002,61010,P,W,9973,4638,46.51,100,53.49,,,,6141801,6061097,6141801,6061097,59.25,58.93,100,100,4638,2260,55.56,100
4,13,4013061002,4068,10365869,10285165,4,13,4013061018,3169,61002,61018,P,P,9973,4660,0,0,0,,,,7750561,7729744,6361,6361,0.06,0.06,0.08,0.08,0,0,0,0
4,13,4013061002,4068,10365869,10285165,4,13,4013061020,1312,61002,61020,P,P,9973,3835,35.92,93.4,57.48,,,,2440677,2440677,2286329,2286329,22.06,22.23,93.68,93.68,3582,1229,30.21,93.67
4,13,4013061002,4068,10365869,10285165,4,13,4013061021,579,61002,61021,P,W,9973,1753,17.58,100,82.42,,,,1931378,1931378,1931378,1931378,18.63,18.78,100,100,1753,579,14.23,100
4,13,4013061003,9344,21832277,21771756,4,13,4013061012,3201,61003,61012,P,W,24051,7680,31.93,100,68.07,,,,10174011,10139417,10174011,10139417,46.6,46.57,100,100,7680,3201,34.26,100
4,13,4013061003,9344,21832277,21771756,4,13,4013061013,1917,61003,61013,P,W,24051,5709,23.74,100,76.26,,,,4588840,4578784,4588840,4578784,21.02,21.03,100,100,5709,1917,20.52,100
4,13,4013061003,9344,21832277,21771756,4,13,4013061014,2223,61003,61014,P,W,24051,4905,20.39,100,79.61,,,,3861612,3845741,3861612,3845741,17.69,17.66,100,100,4905,2223,23.79,100
4,13,4013061003,9344,21832277,21771756,4,13,4013061015,2003,61003,61015,P,W,24051,5757,23.94,100,76.06,,,,3207814,3207814,3207814,3207814,14.69,14.73,100,100,5757,2003,21.44,100
4,13,4013061004,7397,29955444,29929114,4,13,4013061022,3390,61004,61022,P,W,20246,8869,43.81,100,56.19,,,,7681660,7669037,7681660,7669037,25.64,25.62,100,100,8869,3390,45.83,100
4,13,4013061004,7397,29955444,29929114,4,13,4013061023,3309,61004,61023,P,W,20246,9200,45.44,100,54.56,,,,7772157,7772157,7772157,7772157,25.95,25.97,100,100,9200,3309,44.73,100
4,13,4013061004,7397,29955444,29929114,4,13,4013061024,698,61004,61024,P,W,20246,2177,10.75,100,89.25,,,,14501627,14487920,14501627,14487920,48.41,48.41,100,100,2177,698,9.44,100
4,13,4013061005,5890,75736351,75694841,4,13,4013050606,2495,61005,50606,P,P,16184,6799,0,0,0,,,,26948278,26944113,1178,1178,0,0,0,0,0,0,0,0
4,13,4013061005,5890,75736351,75694841,4,13,4013061016,1505,61005,61016,P,W,16184,4614,28.51,100,71.49,,,,21298332,21277639,21298332,21277639,28.12,28.11,100,100,4614,1505,25.55,100
4,13,4013061005,5890,75736351,75694841,4,13,4013061017,0,61005,61017,P,W,16184,3496,21.6,100,78.4,,,,3328635,3328635,3328635,3328635,4.4,4.4,100,100,3496,0,0,0
4,13,4013061005,5890,75736351,75694841,4,13,4013061018,3169,61005,61018,P,P,16184,4660,28.79,100,71.21,,,,7750561,7729744,7744200,7723383,10.23,10.2,99.92,99.92,4660,3169,53.8,100
4,13,4013061005,5890,75736351,75694841,4,13,4013061019,1133,61005,61019,P,W,16184,3161,19.53,100,80.47,,,,43209658,43209658,43209658,43209658,57.05,57.08,100,100,3161,1133,19.24,100
4,13,4013061005,5890,75736351,75694841,4,13,4013061020,1312,61005,61020,P,P,16184,3835,1.56,6.6,5.04,,,,2440677,2440677,154348,154348,0.2,0.2,6.32,6.32,253,83,1.41,6.33
4,13,4013061006,14100,116430520,115867592,4,13,4013050605,2382,61006,50605,P,P,37851,5828,0,0,0,,,,661598629,661473475,120,120,0,0,0,0,0,0,0,0
4,13,4013061006,14100,116430520,115867592,4,13,4013060904,1145,61006,60904,P,P,37851,3527,0.1,1.02,0.92,,,,1429977,1429977,8975,8975,0.01,0.01,0.63,0.63,36,9,0.06,0.79
4,13,4013061006,14100,116430520,115867592,4,13,4013061011,1845,61006,61011,P,P,37851,5705,15.07,100,84.93,,,,15925694,15640428,15897892,15612626,13.65,13.47,99.83,99.82,5705,1845,13.09,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061040,1461,61006,61040,P,W,37851,3929,10.38,100,89.62,,,,1239456,1232864,1239456,1232864,1.06,1.06,100,100,3929,1461,10.36,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061041,1420,61006,61041,P,W,37851,4319,11.41,100,88.59,,,,1331388,1331388,1331388,1331388,1.14,1.15,100,100,4319,1420,10.07,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061042,1561,61006,61042,P,P,37851,2120,5.6,100,94.4,,,,2110369,2106065,2100637,2096333,1.8,1.81,99.54,99.54,2120,1561,11.07,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061043,799,61006,61043,P,P,37851,2452,6.48,100,93.52,,,,14051597,13990599,12739603,12681931,10.94,10.95,90.66,90.65,2452,799,5.67,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061044,1978,61006,61044,P,W,37851,5553,14.67,100,85.33,,,,36489703,36403226,36489703,36403226,31.34,31.42,100,100,5553,1978,14.03,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061045,1783,61006,61045,P,P,37851,4960,13.1,100,86.9,,,,41160604,41043832,40843420,40726648,35.08,35.15,99.23,99.23,4960,1783,12.65,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061046,2043,61006,61046,P,P,37851,5183,13.69,100,86.31,,,,2566639,2566639,2543849,2543849,2.18,2.2,99.11,99.11,5183,2043,14.49,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061047,1022,61006,61047,P,W,37851,3264,8.62,100,91.38,,,,2489340,2483495,2489340,2483495,2.14,2.14,100,100,3264,1022,7.25,100
4,13,4013061006,14100,116430520,115867592,4,13,4013061100,2576,61006,61100,P,P,37851,3436,0.84,9.25,8.41,,,,10104212,10104094,740928,740928,0.64,0.64,7.33,7.33,318,176,1.25,6.83
4,13,4013061006,14100,116430520,115867592,4,13,4013071600,1959,61006,71600,P,P,37851,3668,0.03,0.33,0.3,,,,2645791,2629606,5209,5209,0,0,0.2,0.2,12,3,0.02,0.15
4,13,4013061007,19848,57339377,57213268,4,13,4013050605,2382,61007,50605,P,P,55224,5828,0,0,0,,,,661598629,661473475,1606,1606,0,0,0,0,0,0,0,0
4,13,4013061007,19848,57339377,57213268,4,13,4013061029,2148,61007,61029,P,W,55224,4905,8.88,100,91.12,,,,2673903,2668793,2673903,2668793,4.66,4.66,100,100,4905,2148,10.82,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061030,2522,61007,61030,P,W,55224,7272,13.17,100,86.83,,,,3677457,3677457,3677457,3677457,6.41,6.43,100,100,7272,2522,12.71,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061031,1243,61007,61031,P,P,55224,3315,6,100,94,,,,23076425,23004501,23074753,23002829,40.24,40.21,99.99,99.99,3315,1243,6.26,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061032,1928,61007,61032,P,W,55224,5579,10.1,100,89.9,,,,2331151,2322582,2331151,2322582,4.07,4.06,100,100,5579,1928,9.71,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061033,2195,61007,61033,P,W,55224,6011,10.88,100,89.12,,,,2566324,2559494,2566324,2559494,4.48,4.47,100,100,6011,2195,11.06,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061034,2358,61007,61034,P,W,55224,6764,12.25,100,87.75,,,,2592304,2592304,2592304,2592304,4.52,4.53,100,100,6764,2358,11.88,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061035,2366,61007,61035,P,W,55224,6699,12.13,100,87.87,,,,2560311,2560311,2560311,2560311,4.47,4.48,100,100,6699,2366,11.92,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061036,852,61007,61036,P,W,55224,2489,4.51,100,95.49,,,,2377182,2365745,2377182,2365745,4.15,4.13,100,100,2489,852,4.29,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061037,1444,61007,61037,P,W,55224,3957,7.17,100,92.83,,,,2584872,2584872,2584872,2584872,4.51,4.52,100,100,3957,1444,7.28,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061038,1550,61007,61038,P,W,55224,4525,8.19,100,91.81,,,,2594969,2594969,2594969,2594969,4.53,4.54,100,100,4525,1550,7.81,100
4,13,4013061007,19848,57339377,57213268,4,13,4013061039,1242,61007,61039,P,W,55224,3708,6.71,100,93.29,,,,10304545,10282306,10304545,10282306,17.97,17.97,100,100,3708,1242,6.26,100
4,13,4013061008,7846,14967563,14948655,4,13,4013061025,2629,61008,61025,P,W,20859,7445,35.69,100,64.31,,,,4712940,4712707,4712940,4712707,31.49,31.53,100,100,7445,2629,33.51,100
4,13,4013061008,7846,14967563,14948655,4,13,4013061026,1917,61008,61026,P,W,20859,5458,26.17,100,73.83,,,,2601287,2601287,2601287,2601287,17.38,17.4,100,100,5458,1917,24.43,100
4,13,4013061008,7846,14967563,14948655,4,13,4013061027,2199,61008,61027,P,W,20859,5539,26.55,100,73.45,,,,2327450,2315747,2327450,2315747,15.55,15.49,100,100,5539,2199,28.03,100
4,13,4013061008,7846,14967563,14948655,4,13,4013061028,1101,61008,61028,P,W,20859,2417,11.59,100,88.41,,,,5325886,5318914,5325886,5318914,35.58,35.58,100,100,2417,1101,14.03,100
4,13,4013061009,3528,15255472,15251457,4,13,4013061009,3528,61009,61009,W,W,8318,8318,100,100,0,,,,15255472,15251457,15255472,15251457,100,100,100,100,8318,3528,100,100
4,13,4013061100,2400,9731060,9730942,4,13,4013061011,1845,61100,61011,P,P,3118,5705,0,0,0,,,,15925694,15640428,27802,27802,0.29,0.29,0.17,0.18,0,0,0,0
4,13,4013061100,2400,9731060,9730942,4,13,4013061045,1783,61100,61045,P,P,3118,4960,0,0,0,,,,41160604,41043832,317184,317184,3.26,3.26,0.77,0.77,0,0,0,0
4,13,4013061100,2400,9731060,9730942,4,13,4013061046,2043,61100,61046,P,P,3118,5183,0,0,0,,,,2566639,2566639,22790,22790,0.23,0.23,0.89,0.89,0,0,0,0
4,13,4013061100,2400,9731060,9730942,4,13,4013061100,2576,61100,61100,P,P,3118,3436,100,90.75,9.25,,,,10104212,10104094,9363284,9363166,96.22,96.22,92.67,92.67,3118,2400,100,93.17
4,13,4013061200,2306,3991120,3991120,4,13,4013061200,2226,61200,61200,P,W,6260,6114,97.67,100,2.33,,,,3938549,3938549,3938549,3938549,98.68,98.68,100,100,6114,2226,96.53,100
4,13,4013061200,2306,3991120,3991120,4,13,4013061300,726,61200,61300,P,P,6260,1930,2.33,7.56,5.23,,,,3729925,3729925,52571,52571,1.32,1.32,1.41,1.41,146,80,3.47,11.02
4,13,4013061300,646,3659593,3659593,4,13,4013061300,726,61300,61300,W,P,1784,1930,100,92.44,7.56,,,,3729925,3729925,3659593,3659593,100,100,98.11,98.11,1784,646,100,88.98
4,13,4013061400,2552,2999139,2996213,4,13,4013061300,726,61400,61300,P,P,7477,1930,0,0,0,,,,3729925,3729925,17761,17761,0.59,0.59,0.48,0.48,0,0,0,0
4,13,4013061400,2552,2999139,2996213,4,13,4013061401,700,61400,61401,P,W,7477,1972,26.37,100,73.63,,,,740869,740869,740869,740869,24.7,24.73,100,100,1972,700,27.43,100
4,13,4013061400,2552,2999139,2996213,4,13,4013061402,1852,61400,61402,P,W,7477,5505,73.63,100,26.37,,,,2240509,2237583,2240509,2237583,74.71,74.68,100,100,5505,1852,72.57,100
4,13,4013071503,3746,4296959,4013778,4,13,4013071503,3746,71503,71503,W,W,4708,4708,100,100,0,,,,4296959,4013778,4296959,4013778,100,100,100,100,4708,3746,100,100
4,13,4013071504,2627,3362969,3332748,4,13,4013071504,2627,71504,71504,W,W,3394,3394,100,100,0,,,,3362969,3332748,3362969,3332748,100,100,100,100,3394,2627,100,100
4,13,4013071505,4208,6281443,6262594,4,13,4013060802,737,71505,60802,P,P,5966,1975,0,0,0,,,,4106344,4013059,337279,336007,5.37,5.37,8.21,8.37,0,0,0,0
4,13,4013071505,4208,6281443,6262594,4,13,4013071505,4207,71505,71505,P,W,5966,5964,99.97,100,0.03,,,,5926802,5909225,5926802,5909225,94.35,94.36,100,100,5964,4207,99.98,100
4,13,4013071505,4208,6281443,6262594,4,13,4013617400,4368,71505,617400,P,P,5966,6813,0.03,0.03,0,,,,6822711,6779537,17362,17362,0.28,0.28,0.25,0.26,2,1,0.02,0.02
4,13,4013071506,2876,4203211,4181239,4,13,4013071506,2876,71506,71506,W,P,4260,4260,100,100,0,,,,4204215,4182243,4203211,4181239,100,100,99.98,99.98,4260,2876,100,100
4,13,4013071507,3645,4828999,4828999,4,13,4013071516,2217,71507,71516,P,W,6626,2886,43.56,100,56.44,,,,2426069,2426069,2426069,2426069,50.24,50.24,100,100,2886,2217,60.82,100
4,13,4013071507,3645,4828999,4828999,4,13,4013071517,1428,71507,71517,P,W,6626,3740,56.44,100,43.56,,,,2402930,2402930,2402930,2402930,49.76,49.76,100,100,3740,1428,39.18,100
4,13,4013071508,3544,5545461,5527935,4,13,4013071506,2876,71508,71506,P,P,7695,4260,0,0,0,,,,4204215,4182243,1004,1004,0.02,0.02,0.02,0.02,0,0,0,0
4,13,4013071508,3544,5545461,5527935,4,13,4013071514,1597,71508,71514,P,W,7695,4021,52.25,100,47.75,,,,2970786,2967289,2970786,2967289,53.57,53.68,100,100,4021,1597,45.06,100
4,13,4013071508,3544,5545461,5527935,4,13,4013071515,1947,71508,71515,P,W,7695,3674,47.75,100,52.25,,,,2573671,2559642,2573671,2559642,46.41,46.3,100,100,3674,1947,54.94,100
4,13,4013071509,2244,4820890,4777534,4,13,4013071509,2244,71509,71509,W,W,5401,5401,100,100,0,,,,4820890,4777534,4820890,4777534,100,100,100,100,5401,2244,100,100
4,13,4013071510,1355,2600086,2600086,4,13,4013071510,1355,71510,71510,W,W,4078,4078,100,100,0,,,,2600086,2600086,2600086,2600086,100,100,100,100,4078,1355,100,100
4,13,4013071511,1480,2361932,2340079,4,13,4013071511,1480,71511,71511,W,W,3339,3339,100,100,0,,,,2361932,2340079,2361932,2340079,100,100,100,100,3339,1480,100,100
4,13,4013071512,2143,2612879,2612879,4,13,4013071512,2143,71512,71512,W,W,5917,5917,100,100,0,,,,2612879,2612879,2612879,2612879,100,100,100,100,5917,2143,100,100
4,13,4013071513,588,2634747,2623921,4,13,4013071513,588,71513,71513,W,W,1550,1550,100,100,0,,,,2634747,2623921,2634747,2623921,100,100,100,100,1550,588,100,100
4,13,4013071600,1956,2650314,2634129,4,13,4013061042,1561,71600,61042,P,P,3656,2120,0,0,0,,,,2110369,2106065,9732,9732,0.37,0.37,0.46,0.46,0,0,0,0
4,13,4013071600,1956,2650314,2634129,4,13,4013071600,1959,71600,71600,P,P,3656,3668,100,99.67,0.33,,,,2645791,2629606,2640582,2624397,99.63,99.63,99.8,99.8,3656,1956,100,99.85
